Number,Name,Collection,Stats,User,Low,Suggested,High,Current,Current(adjusted),Share(current),Free Bet,Parlay,Monthly,ROI(monthly),ROI(no shares)
6971,MMA ,Sports Rollbots·$568,$4.22·$36·107%,Hidden,$864,$1.42K,$2.33K,$2.53K,"=IFERROR(LEFT(I882,LEN(I882)-1)*10^(SEARCH(RIGHT(I882),""kmbt"")*3),I882)","=LEFT(D882,SEARCH(""·"",D882)-1)","=MID(D882,SEARCH(""·"",D882)+2,SEARCH(""·"",D882,SEARCH(""·"",D882)+1)-SEARCH(""·"",D882)-2)","=RIGHT(D882,4)",=K882+0.6*L882,=J882/N882,=J882/(0.6*L882)
5076,Formula 1 ,Sports Rollbots·$568,$2.4·$32·117%,Secret_Dimsum,$1.16K,$1.97K,$3.35K,$2.6K,"=IFERROR(LEFT(I883,LEN(I883)-1)*10^(SEARCH(RIGHT(I883),""kmbt"")*3),I883)","=LEFT(D883,SEARCH(""·"",D883)-1)","=MID(D883,SEARCH(""·"",D883)+2,SEARCH(""·"",D883,SEARCH(""·"",D883)+1)-SEARCH(""·"",D883)-2)","=RIGHT(D883,4)",=K883+0.6*L883,=J883/N883,=J883/(0.6*L883)
2742,Basketball ,Sports Rollbots·$568,$23.4·$150·103%,Hidden,$988,$1.65K,$2.74K,$2.6K,"=IFERROR(LEFT(I884,LEN(I884)-1)*10^(SEARCH(RIGHT(I884),""kmbt"")*3),I884)","=LEFT(D884,SEARCH(""·"",D884)-1)","=MID(D884,SEARCH(""·"",D884)+2,SEARCH(""·"",D884,SEARCH(""·"",D884)+1)-SEARCH(""·"",D884)-2)","=RIGHT(D884,4)",=K884+0.6*L884,=J884/N884,=J884/(0.6*L884)
5696,Formula 1 ,Sports Rollbots·$568,$1.2·$70·117%,Maestro067,$1.22K,$2.08K,$3.55K,$2.63K,"=IFERROR(LEFT(I885,LEN(I885)-1)*10^(SEARCH(RIGHT(I885),""kmbt"")*3),I885)","=LEFT(D885,SEARCH(""·"",D885)-1)","=MID(D885,SEARCH(""·"",D885)+2,SEARCH(""·"",D885,SEARCH(""·"",D885)+1)-SEARCH(""·"",D885)-2)","=RIGHT(D885,4)",=K885+0.6*L885,=J885/N885,=J885/(0.6*L885)
981,American Football ,Sports Rollbots·$568,$1.06·$150·102%,Zhaciegg,$934,$1.55K,$2.56K,$2.69K,"=IFERROR(LEFT(I886,LEN(I886)-1)*10^(SEARCH(RIGHT(I886),""kmbt"")*3),I886)","=LEFT(D886,SEARCH(""·"",D886)-1)","=MID(D886,SEARCH(""·"",D886)+2,SEARCH(""·"",D886,SEARCH(""·"",D886)+1)-SEARCH(""·"",D886)-2)","=RIGHT(D886,4)",=K886+0.6*L886,=J886/N886,=J886/(0.6*L886)
3768,Boxing ,Sports Rollbots·$568,$8.31·$170·120%,Hidden,$1.63K,$2.86K,$5.04K,$2.7K,"=IFERROR(LEFT(I887,LEN(I887)-1)*10^(SEARCH(RIGHT(I887),""kmbt"")*3),I887)","=LEFT(D887,SEARCH(""·"",D887)-1)","=MID(D887,SEARCH(""·"",D887)+2,SEARCH(""·"",D887,SEARCH(""·"",D887)+1)-SEARCH(""·"",D887)-2)","=RIGHT(D887,4)",=K887+0.6*L887,=J887/N887,=J887/(0.6*L887)
6129,NBA2K ,Sports Rollbots·$568,$5.04·$24·112%,NoobHere,$1K,$1.67K,$2.79K,$2.71K,"=IFERROR(LEFT(I888,LEN(I888)-1)*10^(SEARCH(RIGHT(I888),""kmbt"")*3),I888)","=LEFT(D888,SEARCH(""·"",D888)-1)","=MID(D888,SEARCH(""·"",D888)+2,SEARCH(""·"",D888,SEARCH(""·"",D888)+1)-SEARCH(""·"",D888)-2)","=RIGHT(D888,4)",=K888+0.6*L888,=J888/N888,=J888/(0.6*L888)
1297,American Football ,Sports Rollbots·$568,$2.12·$44·110%,Triems,$959,$1.59K,$2.64K,$2.75K,"=IFERROR(LEFT(I889,LEN(I889)-1)*10^(SEARCH(RIGHT(I889),""kmbt"")*3),I889)","=LEFT(D889,SEARCH(""·"",D889)-1)","=MID(D889,SEARCH(""·"",D889)+2,SEARCH(""·"",D889,SEARCH(""·"",D889)+1)-SEARCH(""·"",D889)-2)","=RIGHT(D889,4)",=K889+0.6*L889,=J889/N889,=J889/(0.6*L889)
9467,MMA ,Sports Rollbots·$568,$14.08·$80·108%,Hidden,$1.06K,$1.78K,$2.99K,$2.75K,"=IFERROR(LEFT(I890,LEN(I890)-1)*10^(SEARCH(RIGHT(I890),""kmbt"")*3),I890)","=LEFT(D890,SEARCH(""·"",D890)-1)","=MID(D890,SEARCH(""·"",D890)+2,SEARCH(""·"",D890,SEARCH(""·"",D890)+1)-SEARCH(""·"",D890)-2)","=RIGHT(D890,4)",=K890+0.6*L890,=J890/N890,=J890/(0.6*L890)
2543,Unrevealed,Sports Rollbots·$568,Unrevealed,Menntar,$1.78K,$3.16K,$5.62K,$2.79K,"=IFERROR(LEFT(I891,LEN(I891)-1)*10^(SEARCH(RIGHT(I891),""kmbt"")*3),I891)",N/A,N/A,N/A,N/A,N/A,N/A
1702,MMA ,Sports Rollbots·$568,$5.63·$30·105%,ETH.mats,$802,$1.31K,$2.12K,$2.8K,"=IFERROR(LEFT(I892,LEN(I892)-1)*10^(SEARCH(RIGHT(I892),""kmbt"")*3),I892)","=LEFT(D892,SEARCH(""·"",D892)-1)","=MID(D892,SEARCH(""·"",D892)+2,SEARCH(""·"",D892,SEARCH(""·"",D892)+1)-SEARCH(""·"",D892)-2)","=RIGHT(D892,4)",=K892+0.6*L892,=J892/N892,=J892/(0.6*L892)
3658,Counter-Strike ,Sports Rollbots·$568,$9.31·$28·119%,Pannekoek121,$1.18K,$2.01K,$3.42K,$2.8K,"=IFERROR(LEFT(I893,LEN(I893)-1)*10^(SEARCH(RIGHT(I893),""kmbt"")*3),I893)","=LEFT(D893,SEARCH(""·"",D893)-1)","=MID(D893,SEARCH(""·"",D893)+2,SEARCH(""·"",D893,SEARCH(""·"",D893)+1)-SEARCH(""·"",D893)-2)","=RIGHT(D893,4)",=K893+0.6*L893,=J893/N893,=J893/(0.6*L893)
582,Unrevealed,Sports Rollbots·$568,Unrevealed,Hidden,$1.78K,$3.16K,$5.62K,$2.8K,"=IFERROR(LEFT(I894,LEN(I894)-1)*10^(SEARCH(RIGHT(I894),""kmbt"")*3),I894)",N/A,N/A,N/A,N/A,N/A,N/A
7945,Cricket ,Sports Rollbots·$568,$6.72·$90·101%,jokerboi13,$854,$1.4K,$2.29K,$2.8K,"=IFERROR(LEFT(I895,LEN(I895)-1)*10^(SEARCH(RIGHT(I895),""kmbt"")*3),I895)","=LEFT(D895,SEARCH(""·"",D895)-1)","=MID(D895,SEARCH(""·"",D895)+2,SEARCH(""·"",D895,SEARCH(""·"",D895)+1)-SEARCH(""·"",D895)-2)","=RIGHT(D895,4)",=K895+0.6*L895,=J895/N895,=J895/(0.6*L895)
7513,Water Polo ,Sports Rollbots·$568,$1.1·$28·115%,Gvacca,$1.24K,$2.11K,$3.6K,$2.8K,"=IFERROR(LEFT(I896,LEN(I896)-1)*10^(SEARCH(RIGHT(I896),""kmbt"")*3),I896)","=LEFT(D896,SEARCH(""·"",D896)-1)","=MID(D896,SEARCH(""·"",D896)+2,SEARCH(""·"",D896,SEARCH(""·"",D896)+1)-SEARCH(""·"",D896)-2)","=RIGHT(D896,4)",=K896+0.6*L896,=J896/N896,=J896/(0.6*L896)
925,FIFA ,Sports Rollbots·$568,$6.15·$110·106%,bomby223,$986,$1.64K,$2.73K,$2.85K,"=IFERROR(LEFT(I897,LEN(I897)-1)*10^(SEARCH(RIGHT(I897),""kmbt"")*3),I897)","=LEFT(D897,SEARCH(""·"",D897)-1)","=MID(D897,SEARCH(""·"",D897)+2,SEARCH(""·"",D897,SEARCH(""·"",D897)+1)-SEARCH(""·"",D897)-2)","=RIGHT(D897,4)",=K897+0.6*L897,=J897/N897,=J897/(0.6*L897)
7299,Boxing ,Sports Rollbots·$568,$27.72·$26·108%,blowmehfueu,$945,$1.57K,$2.6K,$2.85K,"=IFERROR(LEFT(I898,LEN(I898)-1)*10^(SEARCH(RIGHT(I898),""kmbt"")*3),I898)","=LEFT(D898,SEARCH(""·"",D898)-1)","=MID(D898,SEARCH(""·"",D898)+2,SEARCH(""·"",D898,SEARCH(""·"",D898)+1)-SEARCH(""·"",D898)-2)","=RIGHT(D898,4)",=K898+0.6*L898,=J898/N898,=J898/(0.6*L898)
748,Bowls ,Sports Rollbots·$568,$1.01·$20·117%,Livinforalivin,$1.38K,$2.38K,$4.11K,$2.9K,"=IFERROR(LEFT(I899,LEN(I899)-1)*10^(SEARCH(RIGHT(I899),""kmbt"")*3),I899)","=LEFT(D899,SEARCH(""·"",D899)-1)","=MID(D899,SEARCH(""·"",D899)+2,SEARCH(""·"",D899,SEARCH(""·"",D899)+1)-SEARCH(""·"",D899)-2)","=RIGHT(D899,4)",=K899+0.6*L899,=J899/N899,=J899/(0.6*L899)
2083,Soccer ,Sports Rollbots·$568,$45.15·$70·111%,rb_123,$1.09K,$1.84K,$3.1K,$2.9K,"=IFERROR(LEFT(I900,LEN(I900)-1)*10^(SEARCH(RIGHT(I900),""kmbt"")*3),I900)","=LEFT(D900,SEARCH(""·"",D900)-1)","=MID(D900,SEARCH(""·"",D900)+2,SEARCH(""·"",D900,SEARCH(""·"",D900)+1)-SEARCH(""·"",D900)-2)","=RIGHT(D900,4)",=K900+0.6*L900,=J900/N900,=J900/(0.6*L900)
3737,Basketball ,Sports Rollbots·$568,$58.5·$46·110%,Zhaciegg,$1.03K,$1.73K,$2.9K,$2.99K,"=IFERROR(LEFT(I901,LEN(I901)-1)*10^(SEARCH(RIGHT(I901),""kmbt"")*3),I901)","=LEFT(D901,SEARCH(""·"",D901)-1)","=MID(D901,SEARCH(""·"",D901)+2,SEARCH(""·"",D901,SEARCH(""·"",D901)+1)-SEARCH(""·"",D901)-2)","=RIGHT(D901,4)",=K901+0.6*L901,=J901/N901,=J901/(0.6*L901)
4864,Soccer ,Sports Rollbots·$568,$45.15·$26·102%,Zhaciegg,$750,$1.21K,$1.96K,$2.99K,"=IFERROR(LEFT(I902,LEN(I902)-1)*10^(SEARCH(RIGHT(I902),""kmbt"")*3),I902)","=LEFT(D902,SEARCH(""·"",D902)-1)","=MID(D902,SEARCH(""·"",D902)+2,SEARCH(""·"",D902,SEARCH(""·"",D902)+1)-SEARCH(""·"",D902)-2)","=RIGHT(D902,4)",=K902+0.6*L902,=J902/N902,=J902/(0.6*L902)
4039,Tennis ,Sports Rollbots·$568,$14.56·$200·119%,Zhaciegg,$1.59K,$2.8K,$4.92K,$2.99K,"=IFERROR(LEFT(I903,LEN(I903)-1)*10^(SEARCH(RIGHT(I903),""kmbt"")*3),I903)","=LEFT(D903,SEARCH(""·"",D903)-1)","=MID(D903,SEARCH(""·"",D903)+2,SEARCH(""·"",D903,SEARCH(""·"",D903)+1)-SEARCH(""·"",D903)-2)","=RIGHT(D903,4)",=K903+0.6*L903,=J903/N903,=J903/(0.6*L903)
2505,Boxing ,Sports Rollbots·$568,$13.86·$150·105%,Zhaciegg,$1.08K,$1.83K,$3.07K,$2.99K,"=IFERROR(LEFT(I904,LEN(I904)-1)*10^(SEARCH(RIGHT(I904),""kmbt"")*3),I904)","=LEFT(D904,SEARCH(""·"",D904)-1)","=MID(D904,SEARCH(""·"",D904)+2,SEARCH(""·"",D904,SEARCH(""·"",D904)+1)-SEARCH(""·"",D904)-2)","=RIGHT(D904,4)",=K904+0.6*L904,=J904/N904,=J904/(0.6*L904)
1375,MMA ,Sports Rollbots·$568,$4.22·$160·109%,Zhaciegg,$1.17K,$1.99K,$3.39K,$2.99K,"=IFERROR(LEFT(I905,LEN(I905)-1)*10^(SEARCH(RIGHT(I905),""kmbt"")*3),I905)","=LEFT(D905,SEARCH(""·"",D905)-1)","=MID(D905,SEARCH(""·"",D905)+2,SEARCH(""·"",D905,SEARCH(""·"",D905)+1)-SEARCH(""·"",D905)-2)","=RIGHT(D905,4)",=K905+0.6*L905,=J905/N905,=J905/(0.6*L905)
2871,NBA2K ,Sports Rollbots·$568,$5.04·$200·118%,Snake11177,$1.69K,$2.99K,$5.28K,$3K,"=IFERROR(LEFT(I906,LEN(I906)-1)*10^(SEARCH(RIGHT(I906),""kmbt"")*3),I906)","=LEFT(D906,SEARCH(""·"",D906)-1)","=MID(D906,SEARCH(""·"",D906)+2,SEARCH(""·"",D906,SEARCH(""·"",D906)+1)-SEARCH(""·"",D906)-2)","=RIGHT(D906,4)",=K906+0.6*L906,=J906/N906,=J906/(0.6*L906)
3205,Alpine Skiing ,Sports Rollbots·$568,$2.11·$110·108%,OTR,$1.18K,$2K,$3.4K,$3K,"=IFERROR(LEFT(I907,LEN(I907)-1)*10^(SEARCH(RIGHT(I907),""kmbt"")*3),I907)","=LEFT(D907,SEARCH(""·"",D907)-1)","=MID(D907,SEARCH(""·"",D907)+2,SEARCH(""·"",D907,SEARCH(""·"",D907)+1)-SEARCH(""·"",D907)-2)","=RIGHT(D907,4)",=K907+0.6*L907,=J907/N907,=J907/(0.6*L907)
2056,Australian Football ,Sports Rollbots·$568,$7.83·$36·111%,idotmadni,$1.08K,$1.83K,$3.07K,$3K,"=IFERROR(LEFT(I908,LEN(I908)-1)*10^(SEARCH(RIGHT(I908),""kmbt"")*3),I908)","=LEFT(D908,SEARCH(""·"",D908)-1)","=MID(D908,SEARCH(""·"",D908)+2,SEARCH(""·"",D908,SEARCH(""·"",D908)+1)-SEARCH(""·"",D908)-2)","=RIGHT(D908,4)",=K908+0.6*L908,=J908/N908,=J908/(0.6*L908)
8972,Counter-Strike ,Sports Rollbots·$568,$46.57·$70·120%,Cryptodude,$1.36K,$2.35K,$4.06K,$3K,"=IFERROR(LEFT(I909,LEN(I909)-1)*10^(SEARCH(RIGHT(I909),""kmbt"")*3),I909)","=LEFT(D909,SEARCH(""·"",D909)-1)","=MID(D909,SEARCH(""·"",D909)+2,SEARCH(""·"",D909,SEARCH(""·"",D909)+1)-SEARCH(""·"",D909)-2)","=RIGHT(D909,4)",=K909+0.6*L909,=J909/N909,=J909/(0.6*L909)
6806,FIFA ,Sports Rollbots·$568,$18.45·$100·121%,Hidden,$1.51K,$2.63K,$4.6K,$3K,"=IFERROR(LEFT(I910,LEN(I910)-1)*10^(SEARCH(RIGHT(I910),""kmbt"")*3),I910)","=LEFT(D910,SEARCH(""·"",D910)-1)","=MID(D910,SEARCH(""·"",D910)+2,SEARCH(""·"",D910,SEARCH(""·"",D910)+1)-SEARCH(""·"",D910)-2)","=RIGHT(D910,4)",=K910+0.6*L910,=J910/N910,=J910/(0.6*L910)
8844,Water Polo ,Sports Rollbots·$568,$1.1·$20·115%,Secret_Dimsum,$1.2K,$2.04K,$3.46K,$3K,"=IFERROR(LEFT(I911,LEN(I911)-1)*10^(SEARCH(RIGHT(I911),""kmbt"")*3),I911)","=LEFT(D911,SEARCH(""·"",D911)-1)","=MID(D911,SEARCH(""·"",D911)+2,SEARCH(""·"",D911,SEARCH(""·"",D911)+1)-SEARCH(""·"",D911)-2)","=RIGHT(D911,4)",=K911+0.6*L911,=J911/N911,=J911/(0.6*L911)
5150,MMA ,Sports Rollbots·$568,$2.82·$150·104%,Hidden,$1K,$1.67K,$2.78K,$3K,"=IFERROR(LEFT(I912,LEN(I912)-1)*10^(SEARCH(RIGHT(I912),""kmbt"")*3),I912)","=LEFT(D912,SEARCH(""·"",D912)-1)","=MID(D912,SEARCH(""·"",D912)+2,SEARCH(""·"",D912,SEARCH(""·"",D912)+1)-SEARCH(""·"",D912)-2)","=RIGHT(D912,4)",=K912+0.6*L912,=J912/N912,=J912/(0.6*L912)
76,Unrevealed,Sports Rollbots·$568,Unrevealed,ParaPro,$1.78K,$3.16K,$5.62K,$3K,"=IFERROR(LEFT(I913,LEN(I913)-1)*10^(SEARCH(RIGHT(I913),""kmbt"")*3),I913)",N/A,N/A,N/A,N/A,N/A,N/A
5251,Counter-Strike ,Sports Rollbots·$568,$9.31·$160·111%,Gvacca,$1.21K,$2.06K,$3.51K,$3K,"=IFERROR(LEFT(I914,LEN(I914)-1)*10^(SEARCH(RIGHT(I914),""kmbt"")*3),I914)","=LEFT(D914,SEARCH(""·"",D914)-1)","=MID(D914,SEARCH(""·"",D914)+2,SEARCH(""·"",D914,SEARCH(""·"",D914)+1)-SEARCH(""·"",D914)-2)","=RIGHT(D914,4)",=K914+0.6*L914,=J914/N914,=J914/(0.6*L914)
9668,Soccer ,Sports Rollbots·$568,$4.51·$46·117%,FreeLancerZ75B,$1.15K,$1.95K,$3.31K,$3K,"=IFERROR(LEFT(I915,LEN(I915)-1)*10^(SEARCH(RIGHT(I915),""kmbt"")*3),I915)","=LEFT(D915,SEARCH(""·"",D915)-1)","=MID(D915,SEARCH(""·"",D915)+2,SEARCH(""·"",D915,SEARCH(""·"",D915)+1)-SEARCH(""·"",D915)-2)","=RIGHT(D915,4)",=K915+0.6*L915,=J915/N915,=J915/(0.6*L915)
9725,MMA ,Sports Rollbots·$568,$2.82·$48·114%,Hidden,$1.08K,$1.82K,$3.07K,$3K,"=IFERROR(LEFT(I916,LEN(I916)-1)*10^(SEARCH(RIGHT(I916),""kmbt"")*3),I916)","=LEFT(D916,SEARCH(""·"",D916)-1)","=MID(D916,SEARCH(""·"",D916)+2,SEARCH(""·"",D916,SEARCH(""·"",D916)+1)-SEARCH(""·"",D916)-2)","=RIGHT(D916,4)",=K916+0.6*L916,=J916/N916,=J916/(0.6*L916)
7330,Counter-Strike ,Sports Rollbots·$568,$18.63·$110·114%,Gvacca,$1.21K,$2.07K,$3.52K,$3K,"=IFERROR(LEFT(I917,LEN(I917)-1)*10^(SEARCH(RIGHT(I917),""kmbt"")*3),I917)","=LEFT(D917,SEARCH(""·"",D917)-1)","=MID(D917,SEARCH(""·"",D917)+2,SEARCH(""·"",D917,SEARCH(""·"",D917)+1)-SEARCH(""·"",D917)-2)","=RIGHT(D917,4)",=K917+0.6*L917,=J917/N917,=J917/(0.6*L917)
8025,Counter-Strike ,Sports Rollbots·$568,$9.31·$180·105%,JPW,$1.08K,$1.82K,$3.05K,$3.1K,"=IFERROR(LEFT(I918,LEN(I918)-1)*10^(SEARCH(RIGHT(I918),""kmbt"")*3),I918)","=LEFT(D918,SEARCH(""·"",D918)-1)","=MID(D918,SEARCH(""·"",D918)+2,SEARCH(""·"",D918,SEARCH(""·"",D918)+1)-SEARCH(""·"",D918)-2)","=RIGHT(D918,4)",=K918+0.6*L918,=J918/N918,=J918/(0.6*L918)
6847,Soccer ,Sports Rollbots·$568,$18.06·$26·119%,Fliopoo,$1.2K,$2.04K,$3.47K,$3.19K,"=IFERROR(LEFT(I919,LEN(I919)-1)*10^(SEARCH(RIGHT(I919),""kmbt"")*3),I919)","=LEFT(D919,SEARCH(""·"",D919)-1)","=MID(D919,SEARCH(""·"",D919)+2,SEARCH(""·"",D919,SEARCH(""·"",D919)+1)-SEARCH(""·"",D919)-2)","=RIGHT(D919,4)",=K919+0.6*L919,=J919/N919,=J919/(0.6*L919)
1172,Cycling ,Sports Rollbots·$568,$3.06·$130·104%,Hidden,$1.14K,$1.93K,$3.27K,$3.2K,"=IFERROR(LEFT(I920,LEN(I920)-1)*10^(SEARCH(RIGHT(I920),""kmbt"")*3),I920)","=LEFT(D920,SEARCH(""·"",D920)-1)","=MID(D920,SEARCH(""·"",D920)+2,SEARCH(""·"",D920,SEARCH(""·"",D920)+1)-SEARCH(""·"",D920)-2)","=RIGHT(D920,4)",=K920+0.6*L920,=J920/N920,=J920/(0.6*L920)
4048,Unrevealed,Sports Rollbots·$568,Unrevealed,Menntar,$1.78K,$3.16K,$5.62K,$3.2K,"=IFERROR(LEFT(I921,LEN(I921)-1)*10^(SEARCH(RIGHT(I921),""kmbt"")*3),I921)",N/A,N/A,N/A,N/A,N/A,N/A
7687,Unrevealed,Sports Rollbots·$568,Unrevealed,ParaPro,$1.78K,$3.16K,$5.62K,$3.25K,"=IFERROR(LEFT(I922,LEN(I922)-1)*10^(SEARCH(RIGHT(I922),""kmbt"")*3),I922)",N/A,N/A,N/A,N/A,N/A,N/A
8048,League of Legends ,Sports Rollbots·$568,$5.53·$24·104%,UnhingedGambler,$764,$1.24K,$2K,$3.3K,"=IFERROR(LEFT(I923,LEN(I923)-1)*10^(SEARCH(RIGHT(I923),""kmbt"")*3),I923)","=LEFT(D923,SEARCH(""·"",D923)-1)","=MID(D923,SEARCH(""·"",D923)+2,SEARCH(""·"",D923,SEARCH(""·"",D923)+1)-SEARCH(""·"",D923)-2)","=RIGHT(D923,4)",=K923+0.6*L923,=J923/N923,=J923/(0.6*L923)
6753,FIFA ,Sports Rollbots·$568,$12.3·$60·107%,Hidden,$924,$1.53K,$2.53K,$3.33K,"=IFERROR(LEFT(I924,LEN(I924)-1)*10^(SEARCH(RIGHT(I924),""kmbt"")*3),I924)","=LEFT(D924,SEARCH(""·"",D924)-1)","=MID(D924,SEARCH(""·"",D924)+2,SEARCH(""·"",D924,SEARCH(""·"",D924)+1)-SEARCH(""·"",D924)-2)","=RIGHT(D924,4)",=K924+0.6*L924,=J924/N924,=J924/(0.6*L924)
5572,Unrevealed,Sports Rollbots·$568,Unrevealed,randomname,$1.78K,$3.16K,$5.62K,$3.33K,"=IFERROR(LEFT(I925,LEN(I925)-1)*10^(SEARCH(RIGHT(I925),""kmbt"")*3),I925)",N/A,N/A,N/A,N/A,N/A,N/A
7331,Soccer ,Sports Rollbots·$568,$4.51·$22·107%,HyperionBow,$814,$1.33K,$2.16K,$3.4K,"=IFERROR(LEFT(I926,LEN(I926)-1)*10^(SEARCH(RIGHT(I926),""kmbt"")*3),I926)","=LEFT(D926,SEARCH(""·"",D926)-1)","=MID(D926,SEARCH(""·"",D926)+2,SEARCH(""·"",D926,SEARCH(""·"",D926)+1)-SEARCH(""·"",D926)-2)","=RIGHT(D926,4)",=K926+0.6*L926,=J926/N926,=J926/(0.6*L926)
9694,Rugby ,Sports Rollbots·$568,$5.34·$170·116%,Hidden,$1.58K,$2.78K,$4.88K,$3.4K,"=IFERROR(LEFT(I927,LEN(I927)-1)*10^(SEARCH(RIGHT(I927),""kmbt"")*3),I927)","=LEFT(D927,SEARCH(""·"",D927)-1)","=MID(D927,SEARCH(""·"",D927)+2,SEARCH(""·"",D927,SEARCH(""·"",D927)+1)-SEARCH(""·"",D927)-2)","=RIGHT(D927,4)",=K927+0.6*L927,=J927/N927,=J927/(0.6*L927)
4157,Darts ,Sports Rollbots·$568,$17.73·$170·101%,Zhaciegg,$1.17K,$1.99K,$3.37K,$3.45K,"=IFERROR(LEFT(I928,LEN(I928)-1)*10^(SEARCH(RIGHT(I928),""kmbt"")*3),I928)","=LEFT(D928,SEARCH(""·"",D928)-1)","=MID(D928,SEARCH(""·"",D928)+2,SEARCH(""·"",D928,SEARCH(""·"",D928)+1)-SEARCH(""·"",D928)-2)","=RIGHT(D928,4)",=K928+0.6*L928,=J928/N928,=J928/(0.6*L928)
4847,Dota ,Sports Rollbots·$568,$3.53·$170·104%,Zhaciegg,$1.08K,$1.83K,$3.07K,$3.49K,"=IFERROR(LEFT(I929,LEN(I929)-1)*10^(SEARCH(RIGHT(I929),""kmbt"")*3),I929)","=LEFT(D929,SEARCH(""·"",D929)-1)","=MID(D929,SEARCH(""·"",D929)+2,SEARCH(""·"",D929,SEARCH(""·"",D929)+1)-SEARCH(""·"",D929)-2)","=RIGHT(D929,4)",=K929+0.6*L929,=J929/N929,=J929/(0.6*L929)
4637,Unrevealed,Sports Rollbots·$568,Unrevealed,Hidden,$1.78K,$3.16K,$5.62K,$3.5K,"=IFERROR(LEFT(I930,LEN(I930)-1)*10^(SEARCH(RIGHT(I930),""kmbt"")*3),I930)",N/A,N/A,N/A,N/A,N/A,N/A
1588,American Football ,Sports Rollbots·$568,$10.58·$22·108%,Domas#neverrich,$923,$1.53K,$2.52K,$3.5K,"=IFERROR(LEFT(I931,LEN(I931)-1)*10^(SEARCH(RIGHT(I931),""kmbt"")*3),I931)","=LEFT(D931,SEARCH(""·"",D931)-1)","=MID(D931,SEARCH(""·"",D931)+2,SEARCH(""·"",D931,SEARCH(""·"",D931)+1)-SEARCH(""·"",D931)-2)","=RIGHT(D931,4)",=K931+0.6*L931,=J931/N931,=J931/(0.6*L931)
3463,Counter-Strike ,Sports Rollbots·$568,$9.31·$22·102%,jaisoni90,$676,$1.08K,$1.72K,$3.5K,"=IFERROR(LEFT(I932,LEN(I932)-1)*10^(SEARCH(RIGHT(I932),""kmbt"")*3),I932)","=LEFT(D932,SEARCH(""·"",D932)-1)","=MID(D932,SEARCH(""·"",D932)+2,SEARCH(""·"",D932,SEARCH(""·"",D932)+1)-SEARCH(""·"",D932)-2)","=RIGHT(D932,4)",=K932+0.6*L932,=J932/N932,=J932/(0.6*L932)
7582,Cycling ,Sports Rollbots·$568,$4.08·$110·101%,Hidden,$1K,$1.67K,$2.79K,$3.5K,"=IFERROR(LEFT(I933,LEN(I933)-1)*10^(SEARCH(RIGHT(I933),""kmbt"")*3),I933)","=LEFT(D933,SEARCH(""·"",D933)-1)","=MID(D933,SEARCH(""·"",D933)+2,SEARCH(""·"",D933,SEARCH(""·"",D933)+1)-SEARCH(""·"",D933)-2)","=RIGHT(D933,4)",=K933+0.6*L933,=J933/N933,=J933/(0.6*L933)
7726,Unrevealed,Sports Rollbots·$568,Unrevealed,ParaPro,$1.78K,$3.16K,$5.62K,$3.5K,"=IFERROR(LEFT(I934,LEN(I934)-1)*10^(SEARCH(RIGHT(I934),""kmbt"")*3),I934)",N/A,N/A,N/A,N/A,N/A,N/A
5958,Dota ,Sports Rollbots·$568,$3.53·$300·107%,SmokeyLisa,$1.48K,$2.57K,$4.48K,$3.6K,"=IFERROR(LEFT(I935,LEN(I935)-1)*10^(SEARCH(RIGHT(I935),""kmbt"")*3),I935)","=LEFT(D935,SEARCH(""·"",D935)-1)","=MID(D935,SEARCH(""·"",D935)+2,SEARCH(""·"",D935,SEARCH(""·"",D935)+1)-SEARCH(""·"",D935)-2)","=RIGHT(D935,4)",=K935+0.6*L935,=J935/N935,=J935/(0.6*L935)
9568,Formula 1 ,Sports Rollbots·$568,$1.2·$70·120%,Hidden,$1.33K,$2.28K,$3.93K,$3.68K,"=IFERROR(LEFT(I936,LEN(I936)-1)*10^(SEARCH(RIGHT(I936),""kmbt"")*3),I936)","=LEFT(D936,SEARCH(""·"",D936)-1)","=MID(D936,SEARCH(""·"",D936)+2,SEARCH(""·"",D936,SEARCH(""·"",D936)+1)-SEARCH(""·"",D936)-2)","=RIGHT(D936,4)",=K936+0.6*L936,=J936/N936,=J936/(0.6*L936)
9643,Basketball ,Sports Rollbots·$568,$58.5·$170·115%,TeamChat,$1.48K,$2.57K,$4.48K,$3.8K,"=IFERROR(LEFT(I937,LEN(I937)-1)*10^(SEARCH(RIGHT(I937),""kmbt"")*3),I937)","=LEFT(D937,SEARCH(""·"",D937)-1)","=MID(D937,SEARCH(""·"",D937)+2,SEARCH(""·"",D937,SEARCH(""·"",D937)+1)-SEARCH(""·"",D937)-2)","=RIGHT(D937,4)",=K937+0.6*L937,=J937/N937,=J937/(0.6*L937)
535,MMA ,Sports Rollbots·$568,$1.41·$70·102%,JPW,$769,$1.25K,$2.02K,$3.8K,"=IFERROR(LEFT(I938,LEN(I938)-1)*10^(SEARCH(RIGHT(I938),""kmbt"")*3),I938)","=LEFT(D938,SEARCH(""·"",D938)-1)","=MID(D938,SEARCH(""·"",D938)+2,SEARCH(""·"",D938,SEARCH(""·"",D938)+1)-SEARCH(""·"",D938)-2)","=RIGHT(D938,4)",=K938+0.6*L938,=J938/N938,=J938/(0.6*L938)
